23:01:35.458 ; Main  ; Info ; Creating Kernel Object
11:49:36.896 ; Surfaces ; Warn ; File not Found: ..//GFX//raymaasnWalk.png
11:49:37.088 ; XmlParser ; Warn ; Loading XML file: ..//XML//Resources.xml, resources.sfx Successful.
11:49:37.919 ; SmpegPlayer ; Info ; Successfully found: EngineIntro720p
11:49:37.941 ; SmpegPlayer ; Info ; Successfully found videoInfo for : EngineIntro720p
11:49:40.698 ; Main  ; Info ; GCPtr exit manual collect
11:49:40.700 ; GCPtr ; Warn ; Deleting [00DF41A8]
11:49:40.701 ; GCPtr ; Warn ; Deleting [00E1ADC8]
11:49:40.703 ; GCPtr ; Warn ; Deleting [00E1A690]
11:49:40.704 ; Main  ; Info ; Calling SDL_Quit()
11:50:01.344 ; Main  ; Info ; test
11:50:01.354 ; XmlParser ; Warn ; Loading XML file: ..//XML//Resources.xml, resources.video Successful.
11:50:01.357 ; SmpegPlayer ; Info ; Adding: ..//MPG//EngineIntro720p.mpg to videoMap.
11:50:01.360 ; SmpegPlayer ; Info ; constructor successfull
11:50:01.925 ; XmlParser ; Warn ; Loading XML file: ..//XML//Resources.xml, resources.images Successful.
11:50:02.089 ; Surfaces ; Warn ; File not Found: ..//GFX//raymaasnWalk.png
11:53:41.642 ; Main  ; Info ; test
11:53:41.651 ; XmlParser ; Warn ; Loading XML file: ..//XML//Resources.xml, resources.video Successful.
11:53:41.655 ; SmpegPlayer ; Info ; Adding: ..//MPG//EngineIntro720p.mpg to videoMap.
11:53:41.657 ; SmpegPlayer ; Info ; constructor successfull
11:53:42.230 ; XmlParser ; Warn ; Loading XML file: ..//XML//Resources.xml, resources.images Successful.
11:53:42.393 ; Surfaces ; Warn ; File not Found: ..//GFX//raymaasnWalk.png
11:54:03.801 ; Main  ; Info ; test
11:54:03.810 ; XmlParser ; Warn ; Loading XML file: ..//XML//Resources.xml, resources.video Successful.
11:54:03.814 ; SmpegPlayer ; Info ; Adding: ..//MPG//EngineIntro720p.mpg to videoMap.
11:54:03.816 ; SmpegPlayer ; Info ; constructor successfull
11:54:04.382 ; XmlParser ; Warn ; Loading XML file: ..//XML//Resources.xml, resources.images Successful.
11:54:04.546 ; Surfaces ; Warn ; File not Found: ..//GFX//raymaasnWalk.png
11:54:04.737 ; XmlParser ; Warn ; Loading XML file: ..//XML//Resources.xml, resources.sfx Successful.
11:54:05.565 ; SmpegPlayer ; Info ; Successfully found: EngineIntro720p
11:54:05.587 ; SmpegPlayer ; Info ; Successfully found videoInfo for : EngineIntro720p
11:54:06.596 ; Main  ; Info ; GCPtr exit manual collect
11:54:06.598 ; GCPtr ; Warn ; Deleting [022C41A8]
11:54:06.600 ; GCPtr ; Warn ; Deleting [022EADC8]
11:54:06.601 ; GCPtr ; Warn ; Deleting [022EA690]
11:54:06.603 ; Main  ; Info ; Calling SDL_Quit()
11:56:52.363 ; Main  ; Info ; test
11:56:52.372 ; XmlParser ; Warn ; Loading XML file: ..//XML//Resources.xml, resources.video Successful.
11:56:52.376 ; SmpegPlayer ; Info ; Adding: ..//MPG//EngineIntro720p.mpg to videoMap.
11:56:52.378 ; SmpegPlayer ; Info ; constructor successfull
11:56:52.940 ; XmlParser ; Warn ; Loading XML file: ..//XML//Resources.xml, resources.images Successful.
11:56:53.104 ; Surfaces ; Warn ; File not Found: ..//GFX//raymaasnWalk.png
11:56:53.287 ; SmpegPlayer ; Info ; Successfully found: EngineIntro720p
11:56:53.832 ; SmpegPlayer ; Info ; Successfully found videoInfo for : EngineIntro720p
11:56:53.851 ; XmlParser ; Warn ; Loading XML file: ..//XML//Resources.xml, resources.sfx Successful.
11:56:59.222 ; Main  ; Info ; GCPtr exit manual collect
11:56:59.224 ; GCPtr ; Warn ; Deleting [01E742C8]
11:56:59.226 ; GCPtr ; Warn ; Deleting [01E9A600]
11:56:59.227 ; GCPtr ; Warn ; Deleting [01E9C748]
11:56:59.228 ; Main  ; Info ; Calling SDL_Quit()
11:57:00.924 ; Main  ; Info ; test
11:57:00.932 ; XmlParser ; Warn ; Loading XML file: ..//XML//Resources.xml, resources.video Successful.
11:57:00.936 ; SmpegPlayer ; Info ; Adding: ..//MPG//EngineIntro720p.mpg to videoMap.
11:57:00.939 ; SmpegPlayer ; Info ; constructor successfull
11:57:01.492 ; XmlParser ; Warn ; Loading XML file: ..//XML//Resources.xml, resources.images Successful.
11:57:01.657 ; Surfaces ; Warn ; File not Found: ..//GFX//raymaasnWalk.png
11:57:01.840 ; SmpegPlayer ; Info ; Successfully found: EngineIntro720p
11:57:02.378 ; SmpegPlayer ; Info ; Successfully found videoInfo for : EngineIntro720p
11:57:02.398 ; XmlParser ; Warn ; Loading XML file: ..//XML//Resources.xml, resources.sfx Successful.
11:57:25.474 ; Main  ; Info ; GCPtr exit manual collect
11:57:25.476 ; GCPtr ; Warn ; Deleting [004142C8]
11:57:25.478 ; GCPtr ; Warn ; Deleting [0043A600]
11:57:25.479 ; GCPtr ; Warn ; Deleting [0043C748]
11:57:25.481 ; GCPtr ; Warn ; Deleting [00455BA0]
11:57:25.482 ; GCPtr ; Warn ; Deleting [00452AC0]
11:57:25.484 ; GCPtr ; Warn ; Deleting [00453F50]
11:57:25.485 ; GCPtr ; Warn ; Deleting [00454750]
11:57:25.487 ; GCPtr ; Warn ; Deleting [00456830]
11:57:25.488 ; GCPtr ; Warn ; Deleting [00454D08]
11:57:25.490 ; GCPtr ; Warn ; Deleting [00459438]
11:57:25.492 ; GCPtr ; Warn ; Deleting [00456038]
11:57:25.493 ; GCPtr ; Warn ; Deleting [00459ED0]
11:57:25.495 ; GCPtr ; Warn ; Deleting [00459798]
11:57:25.496 ; GCPtr ; Warn ; Deleting [00457EC8]
11:57:25.498 ; GCPtr ; Warn ; Deleting [0045A310]
11:57:25.499 ; GCPtr ; Warn ; Deleting [0045BAF8]
11:57:25.501 ; GCPtr ; Warn ; Deleting [004581F0]
11:57:25.503 ; GCPtr ; Warn ; Deleting [0045AE08]
11:57:25.504 ; GCPtr ; Warn ; Deleting [00456288]
11:57:25.506 ; GCPtr ; Warn ; Deleting [0045DEA0]
11:57:25.508 ; GCPtr ; Warn ; Deleting [004533A0]
11:57:25.509 ; GCPtr ; Warn ; Deleting [0045CDB8]
11:57:25.511 ; GCPtr ; Warn ; Deleting [0045C6E8]
11:57:25.512 ; GCPtr ; Warn ; Deleting [0045E9E0]
11:57:25.514 ; GCPtr ; Warn ; Deleting [0045CFF8]
11:57:25.516 ; GCPtr ; Warn ; Deleting [0045FD70]
11:57:25.517 ; GCPtr ; Warn ; Deleting [00457A00]
11:57:25.519 ; GCPtr ; Warn ; Deleting [00461AF8]
11:57:25.520 ; GCPtr ; Warn ; Deleting [0045FFB0]
11:57:25.522 ; GCPtr ; Warn ; Deleting [00462988]
11:57:25.524 ; GCPtr ; Warn ; Deleting [0045D518]
11:57:25.525 ; GCPtr ; Warn ; Deleting [004606B8]
11:57:25.527 ; GCPtr ; Warn ; Deleting [00461F88]
11:57:25.528 ; Main  ; Info ; Calling SDL_Quit()
12:00:07.836 ; Main  ; Info ; test
12:00:07.844 ; XmlParser ; Warn ; Loading XML file: ..//XML//Resources.xml, resources.video Successful.
12:00:07.848 ; SmpegPlayer ; Info ; Adding: ..//MPG//EngineIntro720p.mpg to videoMap.
12:00:07.851 ; SmpegPlayer ; Info ; constructor successfull
12:00:08.413 ; XmlParser ; Warn ; Loading XML file: ..//XML//Resources.xml, resources.images Successful.
12:00:08.577 ; Surfaces ; Warn ; File not Found: ..//GFX//raymaasnWalk.png
12:00:08.760 ; SmpegPlayer ; Info ; Successfully found: EngineIntro720p
12:00:09.307 ; SmpegPlayer ; Info ; Successfully found videoInfo for : EngineIntro720p
12:00:09.328 ; XmlParser ; Warn ; Loading XML file: ..//XML//Resources.xml, resources.sfx Successful.
12:00:09.479 ; StateManager ; Warn ; hurdadasa
12:00:09.484 ; StateManager ; Warn ; hurdadasa
12:00:09.489 ; StateManager ; Warn ; hurdadasa
12:00:09.494 ; StateManager ; Warn ; hurdadasa
12:00:09.499 ; StateManager ; Warn ; hurdadasa
12:00:09.504 ; StateManager ; Warn ; hurdadasa
12:00:09.509 ; StateManager ; Warn ; hurdadasa
12:00:09.514 ; StateManager ; Warn ; hurdadasa
12:00:09.521 ; StateManager ; Warn ; hurdadasa
12:00:09.527 ; StateManager ; Warn ; hurdadasa
12:00:09.532 ; StateManager ; Warn ; hurdadasa
12:00:09.537 ; StateManager ; Warn ; hurdadasa
12:00:09.542 ; StateManager ; Warn ; hurdadasa
12:00:09.547 ; StateManager ; Warn ; hurdadasa
12:00:09.552 ; StateManager ; Warn ; hurdadasa
12:00:09.557 ; StateManager ; Warn ; hurdadasa
12:00:09.562 ; StateManager ; Warn ; hurdadasa
12:00:09.567 ; StateManager ; Warn ; hurdadasa
12:00:09.572 ; StateManager ; Warn ; hurdadasa
12:00:09.578 ; StateManager ; Warn ; hurdadasa
12:00:09.584 ; StateManager ; Warn ; hurdadasa
12:00:09.589 ; StateManager ; Warn ; hurdadasa
12:00:09.594 ; StateManager ; Warn ; hurdadasa
12:00:09.599 ; StateManager ; Warn ; hurdadasa
12:00:09.604 ; StateManager ; Warn ; hurdadasa
12:00:09.609 ; StateManager ; Warn ; hurdadasa
12:00:09.614 ; StateManager ; Warn ; hurdadasa
12:00:09.619 ; StateManager ; Warn ; hurdadasa
12:00:09.624 ; StateManager ; Warn ; hurdadasa
12:00:09.629 ; StateManager ; Warn ; hurdadasa
12:00:09.634 ; StateManager ; Warn ; hurdadasa
12:00:09.640 ; StateManager ; Warn ; hurdadasa
12:00:09.645 ; StateManager ; Warn ; hurdadasa
12:00:09.650 ; StateManager ; Warn ; hurdadasa
12:00:09.655 ; StateManager ; Warn ; hurdadasa
12:00:09.660 ; StateManager ; Warn ; hurdadasa
12:00:09.665 ; StateManager ; Warn ; hurdadasa
12:00:09.670 ; StateManager ; Warn ; hurdadasa
12:00:09.676 ; StateManager ; Warn ; hurdadasa
12:00:09.681 ; StateManager ; Warn ; hurdadasa
12:00:09.686 ; StateManager ; Warn ; hurdadasa
12:00:09.691 ; StateManager ; Warn ; hurdadasa
12:00:09.696 ; StateManager ; Warn ; hurdadasa
12:00:09.701 ; StateManager ; Warn ; hurdadasa
12:00:09.706 ; StateManager ; Warn ; hurdadasa
12:00:09.711 ; StateManager ; Warn ; hurdadasa
12:00:09.716 ; StateManager ; Warn ; hurdadasa
12:00:09.722 ; StateManager ; Warn ; hurdadasa
12:00:09.727 ; StateManager ; Warn ; hurdadasa
12:00:09.732 ; StateManager ; Warn ; hurdadasa
12:00:09.737 ; StateManager ; Warn ; hurdadasa
12:00:09.742 ; StateManager ; Warn ; hurdadasa
12:00:09.747 ; StateManager ; Warn ; hurdadasa
12:00:09.752 ; StateManager ; Warn ; hurdadasa
12:00:09.757 ; StateManager ; Warn ; hurdadasa
12:00:09.763 ; StateManager ; Warn ; hurdadasa
12:00:09.768 ; StateManager ; Warn ; hurdadasa
12:00:09.773 ; StateManager ; Warn ; hurdadasa
12:00:09.778 ; StateManager ; Warn ; hurdadasa
12:00:09.783 ; StateManager ; Warn ; hurdadasa
12:00:09.788 ; StateManager ; Warn ; hurdadasa
12:00:09.793 ; StateManager ; Warn ; hurdadasa
12:00:09.798 ; StateManager ; Warn ; hurdadasa
12:00:09.810 ; StateManager ; Warn ; hurdadasa
12:00:09.826 ; StateManager ; Warn ; hurdadasa
12:00:09.843 ; StateManager ; Warn ; hurdadasa
12:00:09.860 ; StateManager ; Warn ; hurdadasa
12:00:09.877 ; StateManager ; Warn ; hurdadasa
12:00:09.893 ; StateManager ; Warn ; hurdadasa
12:00:09.910 ; StateManager ; Warn ; hurdadasa
12:00:09.926 ; StateManager ; Warn ; hurdadasa
12:00:09.943 ; StateManager ; Warn ; hurdadasa
12:00:09.961 ; StateManager ; Warn ; hurdadasa
12:00:09.977 ; StateManager ; Warn ; hurdadasa
12:00:09.993 ; StateManager ; Warn ; hurdadasa
12:00:10.010 ; StateManager ; Warn ; hurdadasa
12:00:10.026 ; StateManager ; Warn ; hurdadasa
12:00:10.044 ; StateManager ; Warn ; hurdadasa
12:00:10.061 ; StateManager ; Warn ; hurdadasa
12:00:10.076 ; StateManager ; Warn ; hurdadasa
12:00:10.093 ; StateManager ; Warn ; hurdadasa
12:00:10.110 ; StateManager ; Warn ; hurdadasa
12:00:10.126 ; StateManager ; Warn ; hurdadasa
12:00:10.143 ; StateManager ; Warn ; hurdadasa
12:00:10.160 ; StateManager ; Warn ; hurdadasa
12:00:10.176 ; StateManager ; Warn ; hurdadasa
12:00:10.193 ; StateManager ; Warn ; hurdadasa
12:00:10.210 ; StateManager ; Warn ; hurdadasa
12:00:10.226 ; StateManager ; Warn ; hurdadasa
12:00:10.244 ; StateManager ; Warn ; hurdadasa
12:00:10.260 ; StateManager ; Warn ; hurdadasa
12:00:10.276 ; StateManager ; Warn ; hurdadasa
12:00:10.293 ; StateManager ; Warn ; hurdadasa
12:00:10.310 ; StateManager ; Warn ; hurdadasa
12:00:10.327 ; StateManager ; Warn ; hurdadasa
12:00:10.343 ; StateManager ; Warn ; hurdadasa
12:00:10.361 ; StateManager ; Warn ; hurdadasa
12:00:10.376 ; StateManager ; Warn ; hurdadasa
12:00:10.393 ; StateManager ; Warn ; hurdadasa
12:00:10.410 ; StateManager ; Warn ; hurdadasa
12:00:10.426 ; StateManager ; Warn ; hurdadasa
12:00:10.444 ; StateManager ; Warn ; hurdadasa
12:00:10.460 ; StateManager ; Warn ; hurdadasa
12:00:10.477 ; StateManager ; Warn ; hurdadasa
12:00:10.493 ; StateManager ; Warn ; hurdadasa
12:00:10.510 ; StateManager ; Warn ; hurdadasa
12:00:10.526 ; StateManager ; Warn ; hurdadasa
12:00:10.543 ; StateManager ; Warn ; hurdadasa
12:00:10.561 ; StateManager ; Warn ; hurdadasa
12:00:10.576 ; StateManager ; Warn ; hurdadasa
12:00:10.593 ; StateManager ; Warn ; hurdadasa
12:00:10.610 ; StateManager ; Warn ; hurdadasa
12:00:10.626 ; StateManager ; Warn ; hurdadasa
12:00:10.643 ; StateManager ; Warn ; hurdadasa
12:00:10.660 ; StateManager ; Warn ; hurdadasa
12:00:10.676 ; StateManager ; Warn ; hurdadasa
12:00:10.693 ; StateManager ; Warn ; hurdadasa
12:00:10.711 ; StateManager ; Warn ; hurdadasa
12:00:10.726 ; StateManager ; Warn ; hurdadasa
12:00:10.744 ; StateManager ; Warn ; hurdadasa
12:00:10.761 ; StateManager ; Warn ; hurdadasa
12:00:10.776 ; StateManager ; Warn ; hurdadasa
12:00:10.793 ; StateManager ; Warn ; hurdadasa
12:00:10.810 ; StateManager ; Warn ; hurdadasa
12:00:10.826 ; StateManager ; Warn ; hurdadasa
12:00:10.843 ; StateManager ; Warn ; hurdadasa
12:00:10.860 ; StateManager ; Warn ; hurdadasa
12:00:10.876 ; StateManager ; Warn ; hurdadasa
12:00:10.893 ; StateManager ; Warn ; hurdadasa
12:00:10.910 ; StateManager ; Warn ; hurdadasa
12:00:10.926 ; StateManager ; Warn ; hurdadasa
12:00:10.943 ; StateManager ; Warn ; hurdadasa
12:00:10.960 ; StateManager ; Warn ; hurdadasa
12:00:10.976 ; StateManager ; Warn ; hurdadasa
12:00:10.994 ; StateManager ; Warn ; hurdadasa
12:00:11.010 ; StateManager ; Warn ; hurdadasa
12:00:11.026 ; StateManager ; Warn ; hurdadasa
12:00:11.044 ; StateManager ; Warn ; hurdadasa
12:00:11.060 ; StateManager ; Warn ; hurdadasa
12:00:11.076 ; StateManager ; Warn ; hurdadasa
12:00:11.093 ; StateManager ; Warn ; hurdadasa
12:00:11.110 ; StateManager ; Warn ; hurdadasa
12:00:11.126 ; StateManager ; Warn ; hurdadasa
12:00:11.143 ; StateManager ; Warn ; hurdadasa
12:00:11.161 ; StateManager ; Warn ; hurdadasa
12:00:11.176 ; StateManager ; Warn ; hurdadasa
12:00:11.194 ; StateManager ; Warn ; hurdadasa
12:00:11.210 ; StateManager ; Warn ; hurdadasa
12:00:11.226 ; StateManager ; Warn ; hurdadasa
12:00:11.243 ; StateManager ; Warn ; hurdadasa
12:00:11.260 ; StateManager ; Warn ; hurdadasa
12:00:11.277 ; StateManager ; Warn ; hurdadasa
12:00:11.293 ; StateManager ; Warn ; hurdadasa
12:00:11.311 ; StateManager ; Warn ; hurdadasa
12:00:11.326 ; StateManager ; Warn ; hurdadasa
12:00:11.344 ; StateManager ; Warn ; hurdadasa
12:00:11.360 ; StateManager ; Warn ; hurdadasa
12:00:11.376 ; StateManager ; Warn ; hurdadasa
12:00:11.394 ; StateManager ; Warn ; hurdadasa
12:00:11.410 ; StateManager ; Warn ; hurdadasa
12:00:11.426 ; StateManager ; Warn ; hurdadasa
12:00:11.443 ; StateManager ; Warn ; hurdadasa
12:00:11.460 ; StateManager ; Warn ; hurdadasa
12:00:11.477 ; StateManager ; Warn ; hurdadasa
12:00:11.494 ; StateManager ; Warn ; hurdadasa
12:00:11.510 ; StateManager ; Warn ; hurdadasa
12:00:11.527 ; StateManager ; Warn ; hurdadasa
12:00:11.544 ; StateManager ; Warn ; hurdadasa
12:00:11.561 ; StateManager ; Warn ; hurdadasa
12:00:11.576 ; StateManager ; Warn ; hurdadasa
12:00:11.594 ; StateManager ; Warn ; hurdadasa
12:00:11.610 ; StateManager ; Warn ; hurdadasa
12:00:11.626 ; StateManager ; Warn ; hurdadasa
12:00:11.643 ; StateManager ; Warn ; hurdadasa
12:00:11.660 ; StateManager ; Warn ; hurdadasa
12:00:11.677 ; StateManager ; Warn ; hurdadasa
12:00:11.693 ; StateManager ; Warn ; hurdadasa
12:00:11.710 ; StateManager ; Warn ; hurdadasa
12:00:11.726 ; StateManager ; Warn ; hurdadasa
12:00:11.743 ; StateManager ; Warn ; hurdadasa
12:00:11.761 ; StateManager ; Warn ; hurdadasa
12:00:11.776 ; StateManager ; Warn ; hurdadasa
12:00:11.793 ; StateManager ; Warn ; hurdadasa
12:00:11.810 ; StateManager ; Warn ; hurdadasa
12:00:11.826 ; StateManager ; Warn ; hurdadasa
12:00:11.843 ; StateManager ; Warn ; hurdadasa
12:00:11.860 ; StateManager ; Warn ; hurdadasa
12:00:11.877 ; StateManager ; Warn ; hurdadasa
12:00:11.894 ; StateManager ; Warn ; hurdadasa
12:00:11.910 ; StateManager ; Warn ; hurdadasa
12:00:11.927 ; StateManager ; Warn ; hurdadasa
12:00:11.943 ; StateManager ; Warn ; hurdadasa
12:00:11.961 ; StateManager ; Warn ; hurdadasa
12:00:11.976 ; StateManager ; Warn ; hurdadasa
12:00:11.993 ; StateManager ; Warn ; hurdadasa
12:00:12.010 ; StateManager ; Warn ; hurdadasa
12:00:12.026 ; StateManager ; Warn ; hurdadasa
12:00:12.044 ; StateManager ; Warn ; hurdadasa
12:00:12.061 ; StateManager ; Warn ; hurdadasa
12:00:12.077 ; StateManager ; Warn ; hurdadasa
12:00:12.093 ; StateManager ; Warn ; hurdadasa
12:00:12.111 ; StateManager ; Warn ; hurdadasa
12:00:12.127 ; StateManager ; Warn ; hurdadasa
12:00:12.143 ; StateManager ; Warn ; hurdadasa
12:00:12.161 ; StateManager ; Warn ; hurdadasa
12:00:12.202 ; StateManager ; Warn ; hurdadasa
12:00:12.206 ; StateManager ; Warn ; hurdadasa
12:00:12.211 ; StateManager ; Warn ; hurdadasa
12:00:12.226 ; StateManager ; Warn ; hurdadasa
12:00:12.243 ; StateManager ; Warn ; hurdadasa
12:00:12.260 ; StateManager ; Warn ; hurdadasa
12:00:12.276 ; StateManager ; Warn ; hurdadasa
12:00:12.293 ; StateManager ; Warn ; hurdadasa
12:00:12.310 ; StateManager ; Warn ; hurdadasa
12:00:12.326 ; StateManager ; Warn ; hurdadasa
12:00:12.343 ; StateManager ; Warn ; hurdadasa
12:00:12.360 ; StateManager ; Warn ; hurdadasa
12:00:12.376 ; StateManager ; Warn ; hurdadasa
12:00:12.393 ; StateManager ; Warn ; hurdadasa
12:00:12.410 ; StateManager ; Warn ; hurdadasa
12:00:12.427 ; StateManager ; Warn ; hurdadasa
12:00:12.444 ; StateManager ; Warn ; hurdadasa
12:00:12.461 ; StateManager ; Warn ; hurdadasa
12:00:12.476 ; StateManager ; Warn ; hurdadasa
12:00:12.493 ; StateManager ; Warn ; hurdadasa
12:00:12.510 ; StateManager ; Warn ; hurdadasa
12:00:12.526 ; StateManager ; Warn ; hurdadasa
12:00:12.543 ; StateManager ; Warn ; hurdadasa
12:00:12.560 ; StateManager ; Warn ; hurdadasa
12:00:12.576 ; StateManager ; Warn ; hurdadasa
12:00:12.593 ; StateManager ; Warn ; hurdadasa
12:00:12.610 ; StateManager ; Warn ; hurdadasa
12:00:12.626 ; StateManager ; Warn ; hurdadasa
12:00:12.644 ; StateManager ; Warn ; hurdadasa
12:00:12.660 ; StateManager ; Warn ; hurdadasa
12:00:12.676 ; StateManager ; Warn ; hurdadasa
12:00:12.693 ; StateManager ; Warn ; hurdadasa
12:00:12.710 ; StateManager ; Warn ; hurdadasa
12:00:12.726 ; StateManager ; Warn ; hurdadasa
12:00:12.743 ; StateManager ; Warn ; hurdadasa
12:00:12.761 ; Main  ; Info ; GCPtr exit manual collect
12:00:12.763 ; GCPtr ; Warn ; Deleting [005142C8]
12:00:12.764 ; GCPtr ; Warn ; Deleting [0053A600]
12:00:12.766 ; GCPtr ; Warn ; Deleting [0053C748]
12:00:12.768 ; Main  ; Info ; Calling SDL_Quit()
12:02:56.886 ; Main  ; Info ; test
12:02:56.895 ; XmlParser ; Warn ; Loading XML file: ..//XML//Resources.xml, resources.video Successful.
12:02:56.899 ; SmpegPlayer ; Info ; Adding: ..//MPG//EngineIntro720p.mpg to videoMap.
12:02:56.901 ; SmpegPlayer ; Info ; constructor successfull
12:02:57.454 ; XmlParser ; Warn ; Loading XML file: ..//XML//Resources.xml, resources.images Successful.
12:02:57.617 ; Surfaces ; Warn ; File not Found: ..//GFX//raymaasnWalk.png
12:02:57.800 ; SmpegPlayer ; Info ; Successfully found: EngineIntro720p
12:02:58.346 ; SmpegPlayer ; Info ; Successfully found videoInfo for : EngineIntro720p
12:02:58.364 ; XmlParser ; Warn ; Loading XML file: ..//XML//Resources.xml, resources.sfx Successful.
12:02:59.834 ; Main  ; Info ; GCPtr exit manual collect
12:02:59.836 ; GCPtr ; Warn ; Deleting [008C42C8]
12:02:59.837 ; GCPtr ; Warn ; Deleting [008EA600]
12:02:59.839 ; GCPtr ; Warn ; Deleting [008EC748]
12:02:59.841 ; GCPtr ; Warn ; Deleting [00905480]
12:02:59.842 ; GCPtr ; Warn ; Deleting [00902110]
12:02:59.844 ; Main  ; Info ; Calling SDL_Quit()
12:11:37.621 ; Main  ; Info ; test
12:11:37.630 ; XmlParser ; Warn ; Loading XML file: ..//XML//Resources.xml, resources.video Successful.
12:11:37.634 ; SmpegPlayer ; Info ; Adding: ..//MPG//EngineIntro720p.mpg to videoMap.
12:11:37.636 ; SmpegPlayer ; Info ; constructor successfull
12:11:38.200 ; XmlParser ; Warn ; Loading XML file: ..//XML//Resources.xml, resources.images Successful.
12:11:38.365 ; Surfaces ; Warn ; File not Found: ..//GFX//raymaasnWalk.png
12:11:38.548 ; SmpegPlayer ; Info ; Successfully found: EngineIntro720p
12:11:39.088 ; SmpegPlayer ; Info ; Successfully found videoInfo for : EngineIntro720p
12:11:39.109 ; XmlParser ; Warn ; Loading XML file: ..//XML//Resources.xml, resources.sfx Successful.
12:11:39.412 ; Main  ; Info ; GCPtr exit manual collect
12:11:39.414 ; GCPtr ; Warn ; Deleting [003C42C8]
12:11:39.415 ; GCPtr ; Warn ; Deleting [003EA600]
12:11:39.417 ; GCPtr ; Warn ; Deleting [003EC750]
12:11:39.418 ; Main  ; Info ; Calling SDL_Quit()
12:12:02.495 ; Main  ; Info ; test
12:12:02.504 ; XmlParser ; Warn ; Loading XML file: ..//XML//Resources.xml, resources.video Successful.
12:12:02.508 ; SmpegPlayer ; Info ; Adding: ..//MPG//EngineIntro720p.mpg to videoMap.
12:12:02.510 ; SmpegPlayer ; Info ; constructor successfull
12:12:03.083 ; XmlParser ; Warn ; Loading XML file: ..//XML//Resources.xml, resources.images Successful.
12:12:03.246 ; Surfaces ; Warn ; File not Found: ..//GFX//raymaasnWalk.png
12:12:03.430 ; SmpegPlayer ; Info ; Successfully found: EngineIntro720p
12:12:03.975 ; SmpegPlayer ; Info ; Successfully found videoInfo for : EngineIntro720p
12:12:03.994 ; XmlParser ; Warn ; Loading XML file: ..//XML//Resources.xml, resources.sfx Successful.
12:12:04.225 ; Main  ; Info ; GCPtr exit manual collect
12:12:04.227 ; GCPtr ; Warn ; Deleting [009F42C8]
12:12:04.229 ; GCPtr ; Warn ; Deleting [00A1A600]
12:12:04.230 ; GCPtr ; Warn ; Deleting [00A1C750]
12:12:04.232 ; Main  ; Info ; Calling SDL_Quit()
12:17:12.637 ; Main  ; Info ; test
12:17:12.646 ; XmlParser ; Warn ; Loading XML file: ..//XML//Resources.xml, resources.video Successful.
12:17:12.650 ; SmpegPlayer ; Info ; Adding: ..//MPG//EngineIntro720p.mpg to videoMap.
12:17:12.652 ; SmpegPlayer ; Info ; constructor successfull
12:17:13.213 ; XmlParser ; Warn ; Loading XML file: ..//XML//Resources.xml, resources.images Successful.
12:17:13.376 ; Surfaces ; Warn ; File not Found: ..//GFX//raymaasnWalk.png
12:17:13.559 ; SmpegPlayer ; Info ; Successfully found: EngineIntro720p
12:17:14.103 ; SmpegPlayer ; Info ; Successfully found videoInfo for : EngineIntro720p
12:17:14.122 ; XmlParser ; Warn ; Loading XML file: ..//XML//Resources.xml, resources.sfx Successful.
12:17:15.293 ; Main  ; Info ; GCPtr exit manual collect
12:17:15.295 ; GCPtr ; Warn ; Deleting [009C42C8]
12:17:15.297 ; GCPtr ; Warn ; Deleting [009EA600]
12:17:15.298 ; GCPtr ; Warn ; Deleting [009EC750]
12:17:15.299 ; Main  ; Info ; Calling SDL_Quit()
12:17:29.664 ; Main  ; Info ; test
12:17:29.673 ; XmlParser ; Warn ; Loading XML file: ..//XML//Resources.xml, resources.video Successful.
12:17:29.677 ; SmpegPlayer ; Info ; Adding: ..//MPG//EngineIntro720p.mpg to videoMap.
12:17:29.680 ; SmpegPlayer ; Info ; constructor successfull
12:17:30.247 ; XmlParser ; Warn ; Loading XML file: ..//XML//Resources.xml, resources.images Successful.
12:17:30.411 ; Surfaces ; Warn ; File not Found: ..//GFX//raymaasnWalk.png
12:17:30.594 ; SmpegPlayer ; Info ; Successfully found: EngineIntro720p
12:17:31.140 ; SmpegPlayer ; Info ; Successfully found videoInfo for : EngineIntro720p
12:17:31.159 ; XmlParser ; Warn ; Loading XML file: ..//XML//Resources.xml, resources.sfx Successful.
12:17:32.061 ; Main  ; Info ; GCPtr exit manual collect
12:17:32.063 ; GCPtr ; Warn ; Deleting [005942C8]
12:17:32.064 ; GCPtr ; Warn ; Deleting [005BA600]
12:17:32.066 ; GCPtr ; Warn ; Deleting [005BC750]
12:17:32.067 ; Main  ; Info ; Calling SDL_Quit()
12:17:46.255 ; Main  ; Info ; test
12:17:46.264 ; XmlParser ; Warn ; Loading XML file: ..//XML//Resources.xml, resources.video Successful.
12:17:46.268 ; SmpegPlayer ; Info ; Adding: ..//MPG//EngineIntro720p.mpg to videoMap.
12:17:46.270 ; SmpegPlayer ; Info ; constructor successfull
12:17:46.831 ; XmlParser ; Warn ; Loading XML file: ..//XML//Resources.xml, resources.images Successful.
12:17:46.995 ; Surfaces ; Warn ; File not Found: ..//GFX//raymaasnWalk.png
12:17:47.179 ; SmpegPlayer ; Info ; Successfully found: EngineIntro720p
12:17:47.729 ; SmpegPlayer ; Info ; Successfully found videoInfo for : EngineIntro720p
